city,year,yearcount,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,outbreak_severity,cum_rain_prior_2_wks,cum_rain_prior_3_wks,cum_rain_prior_4_wks,cum_rain_prior_5_wks,cum_rain_prior_6_wks,cum_rain_prior_7_wks,cum_rain_prior_8_wks,cum_rain_prior_9_wks,cum_rain_prior_10_wks,cum_rain_prior_11_wks,cum_rain_prior_12_wks,cum_rain_prior_13_wks,cum_rain_prior_14_wks,cum_rain_prior_15_wks,cum_rain_prior_16_wks,cum_rain_prior_17_wks,cum_rain_prior_18_wks,cum_rain_prior_19_wks,cum_rain_prior_20_wks,cum_rain_prior_21_wks,cum_rain_prior_22_wks,cum_rain_prior_23_wks,cum_rain_prior_24_wks,avg_min_temp_prior_2_wks,avg_min_temp_prior_3_wks,avg_min_temp_prior_4_wks,avg_min_temp_prior_5_wks,avg_min_temp_prior_6_wks,avg_min_temp_prior_7_wks,avg_min_temp_prior_8_wks,avg_min_temp_prior_9_wks,avg_min_temp_prior_10_wks,avg_min_temp_prior_11_wks,avg_min_temp_prior_12_wks,avg_min_temp_prior_13_wks,avg_min_temp_prior_14_wks,avg_min_temp_prior_15_wks,avg_min_temp_prior_16_wks,avg_min_temp_prior_17_wks,avg_min_temp_prior_18_wks,avg_min_temp_prior_19_wks,avg_min_temp_prior_20_wks,avg_min_temp_prior_21_wks,avg_min_temp_prior_22_wks,avg_min_temp_prior_23_wks,avg_min_temp_prior_24_wks,avg_max_temp_prior_2_wks,avg_max_temp_prior_3_wks,avg_max_temp_prior_4_wks,avg_max_temp_prior_5_wks,avg_max_temp_prior_6_wks,avg_max_temp_prior_7_wks,avg_max_temp_prior_8_wks,avg_max_temp_prior_9_wks,avg_max_temp_prior_10_wks,avg_max_temp_prior_11_wks,avg_max_temp_prior_12_wks,avg_max_temp_prior_13_wks,avg_max_temp_prior_14_wks,avg_max_temp_prior_15_wks,avg_max_temp_prior_16_wks,avg_max_temp_prior_17_wks,avg_max_temp_prior_18_wks,avg_max_temp_prior_19_wks,avg_max_temp_prior_20_wks,avg_max_temp_prior_21_wks,avg_max_temp_prior_22_wks,avg_max_temp_prior_23_wks,avg_max_temp_prior_24_wks,avg_specific_humidity_prior_2_wks,avg_specific_humidity_prior_3_wks,avg_specific_humidity_prior_4_wks,avg_specific_humidity_prior_5_wks,avg_specific_humidity_prior_6_wks,avg_specific_humidity_prior_7_wks,avg_specific_humidity_prior_8_wks,avg_specific_humidity_prior_9_wks,avg_specific_humidity_prior_10_wks,avg_specific_humidity_prior_11_wks,avg_specific_humidity_prior_12_wks,avg_specific_humidity_prior_13_wks,avg_specific_humidity_prior_14_wks,avg_specific_humidity_prior_15_wks,avg_specific_humidity_prior_16_wks,avg_specific_humidity_prior_17_wks,avg_specific_humidity_prior_18_wks,avg_specific_humidity_prior_19_wks,avg_specific_humidity_prior_20_wks,avg_specific_humidity_prior_21_wks,avg_specific_humidity_prior_22_wks,avg_specific_humidity_prior_23_wks,avg_specific_humidity_prior_24_wks,avg_relative_humidity_prior_2_wks,avg_relative_humidity_prior_3_wks,avg_relative_humidity_prior_4_wks,avg_relative_humidity_prior_5_wks,avg_relative_humidity_prior_6_wks,avg_relative_humidity_prior_7_wks,avg_relative_humidity_prior_8_wks,avg_relative_humidity_prior_9_wks,avg_relative_humidity_prior_10_wks,avg_relative_humidity_prior_11_wks,avg_relative_humidity_prior_12_wks,avg_relative_humidity_prior_13_wks,avg_relative_humidity_prior_14_wks,avg_relative_humidity_prior_15_wks,avg_relative_humidity_prior_16_wks,avg_relative_humidity_prior_17_wks,avg_relative_humidity_prior_18_wks,avg_relative_humidity_prior_19_wks,avg_relative_humidity_prior_20_wks,avg_relative_humidity_prior_21_wks,avg_relative_humidity_prior_22_wks,avg_relative_humidity_prior_23_wks,avg_relative_humidity_prior_24_wks,avg_total_cases_2_wks,cum_total_cases_2_wks
sj,1991,1,52,12/24/1991,0.12355,0.1237,0.1379333,0.1297556,0,296.5214286,296.5071429,292.0457143,299.2,294.3,19.3,76.12714286,0,13.63571429,2.214285714,24.35714286,6.185714286,28.3,19.4,13.7,70,1,-7.11E-14,-1.71E-13,-5.68E-14,35.34,35.34,114.07,156.99,229.6,279.84,283.13,315.23,346.91,420.46,449.99,483.55,549.45,604.65,656.53,656.53,669.82,718.23,774.81,804.48,20,20.56666667,21.25,21.44,21.56666667,21.65714286,21.8,22.08888889,22.21,22.40909091,22.44166667,22.50769231,22.64285714,22.76,22.79375,22.88823529,22.94444444,23.02105263,23.15,23.20952381,23.29090909,23.33913043,23.3625,28.6,28.86666667,29.3,29.44,29.53333333,29.75714286,30.0625,30.36666667,30.61,30.90909091,30.975,31.11538462,31.23571429,31.37333333,31.53125,31.7,31.72777778,31.86842105,31.94,31.98095238,32.04090909,32.07391304,32.15,13.98571429,14.61857143,15.04892857,15.30371429,15.32976191,15.57714286,15.75089286,15.93142857,16.02328571,16.1512987,16.25071429,16.37373626,16.49306122,16.62019048,16.69991071,16.79184874,16.86404762,16.92443609,16.97378571,17.01768707,17.05681818,17.08627329,17.10238095,74.49428571,75.87,76.97142857,77.87428572,77.48666667,78.3477551,78.68660714,78.72,78.52571429,78.60363636,78.76297619,79.04934066,79.21897959,79.32952381,79.285625,79.46352941,79.58190476,79.61736842,79.59635714,79.70891157,79.80837662,79.88118013,79.81285714,74,148
sj,1992,1,1,1/1/1992,0.1251,0.1578667,0.1852833,0.1813667,100.425,297.2171429,297.3142858,293.2514286,299.8,295.2,18.8,78.71357143,100.425,14.75714286,2.257142857,25.00714286,6.842857143,29.45,20,35.95,81,1,100.425,100.425,100.425,100.425,135.765,135.765,214.495,257.415,330.025,380.265,383.555,415.655,447.335,520.885,550.415,583.975,649.875,705.075,756.955,756.955,770.245,818.655,875.235,19.7,20,20.425,21,21.2,21.34285714,21.45,21.6,21.88,22.00909091,22.20833333,22.25384615,22.32857143,22.46666667,22.5875,22.62941176,22.72777778,22.78947368,22.87,23,23.06363636,23.14782609,23.2,28.875,28.88333333,29.0125,29.33,29.44166667,29.52142857,29.71875,29.99444444,30.275,30.50454545,30.7875,30.85769231,30.99642857,31.11666667,31.253125,31.40882353,31.575,31.60789474,31.7475,31.82142857,31.86590909,31.92826087,31.96458333,14.19642857,14.24285715,14.65321429,14.99057143,15.21261905,15.24795918,15.47464286,15.64047619,15.814,15.90818182,16.03511905,16.13582418,16.25826531,16.37733333,16.50375,16.58563025,16.67880952,16.75315789,16.81607143,16.86823129,16.91493506,16.9568323,16.98922619,77.42035714,75.90071429,76.58089286,77.31985714,78.01416667,77.66193878,78.39348214,78.68960318,78.71935714,78.54279221,78.61279762,78.75917583,79.02535714,79.18528572,79.29102679,79.25197479,79.42186508,79.53620301,79.57217857,79.55431973,79.66366883,79.7607764,79.83252976,75.5,151
sj,1992,1,2,1/8/1992,0.1008333,0.073575,0.1387143,0.1127857,200.85,297.9128571,298.1214286,294.4571429,300.4,296.1,18.3,81.3,200.85,15.87857143,2.3,25.65714286,7.5,30.6,20.6,58.2,104,2,301.275,301.275,301.275,301.275,301.275,336.615,336.615,415.345,458.265,530.875,581.115,584.405,616.505,648.185,721.735,751.265,784.825,850.725,905.925,957.805,957.805,971.095,1019.505,20.3,20,20.15,20.46,20.93333333,21.11428571,21.25,21.35555556,21.5,21.76363636,21.89166667,22.08461538,22.13571429,22.21333333,22.35,22.47058824,22.51666667,22.61578947,22.68,22.76190476,22.89090909,22.95652174,23.04166667,30.025,29.45,29.3125,29.33,29.54166667,29.60714286,29.65625,29.81666667,30.055,30.30454545,30.5125,30.77307692,30.83928571,30.97,31.084375,31.21470588,31.36388889,31.52368421,31.5575,31.69285714,31.76590909,31.81086957,31.87291667,15.31785715,14.75714286,14.65178572,14.89828572,15.13857143,15.3077551,15.32678572,15.51952381,15.66428571,15.81987013,15.90571429,16.02307692,16.11744898,16.23295238,16.34616071,16.46697479,16.54634921,16.63669173,16.70942857,16.77142857,16.82324675,16.86987578,16.91190476,80.00678571,78.71357143,77.25053572,77.52471429,77.98321429,78.48357143,78.11669643,78.71642857,78.95064286,78.95396104,78.77255952,78.8195055,78.94066327,79.177,79.31745536,79.40920168,79.36575397,79.52071429,79.62439286,79.65445578,79.63366883,79.73481367,79.82491072,92.5,185
sj,1992,1,3,1/15/1992,0.2224,0.2299,0.1984571,0.1994143,3.12,297.3385714,297.4857143,294.4671429,300.2,295.6,19.8,84.11714286,3.12,15.83285714,1.857142857,25.47142857,6.171428571,31.1,21.7,32.3,90,1,203.97,304.395,304.395,304.395,304.395,304.395,339.735,339.735,418.465,461.385,533.995,584.235,587.525,619.625,651.305,724.855,754.385,787.945,853.845,909.045,960.925,960.925,974.215,21.15,20.76666667,20.425,20.46,20.66666667,21.04285714,21.1875,21.3,21.39,21.51818182,21.75833333,21.87692308,22.05714286,22.10666667,22.18125,22.31176471,22.42777778,22.47368421,22.57,22.63333333,22.71363636,22.83913043,22.90416667,30.85,30.38333333,29.8625,29.67,29.625,29.76428571,29.79375,29.81666667,29.945,30.15,30.37083333,30.55769231,30.79642857,30.85666667,30.978125,31.08529412,31.20833333,31.35,31.5025,31.53571429,31.66590909,31.73695652,31.78125,15.85571429,15.48952381,15.02607143,14.888,15.05404762,15.2377551,15.37339286,15.38301587,15.55085714,15.67961039,15.82095238,15.90010989,16.0094898,16.09847619,16.20794643,16.31596639,16.43174603,16.50879699,16.5965,16.66768707,16.72876623,16.78018634,16.82666667,82.70857143,81.37690476,80.06446429,78.62385714,78.62345238,78.8594898,79.18776786,78.7834127,79.2565,79.42032468,79.38422619,79.18368132,79.19790816,79.28576191,79.48575893,79.59978992,79.67075397,79.61582707,79.75053572,79.83833333,79.8573052,79.82860249,79.91741072,97,194
sj,1992,1,4,1/22/1992,0.1225333,0.13105,0.1888429,0.1688714,0,297.0914286,297.3357143,293.0214286,299.5,295.6,5.11,78.29142857,0,14.48285714,2.357142857,24.85714286,7.442857143,30.6,20,1.3,85,1,3.12,203.97,304.395,304.395,304.395,304.395,304.395,339.735,339.735,418.465,461.385,533.995,584.235,587.525,619.625,651.305,724.855,754.385,787.945,853.845,909.045,960.925,960.925,20.85,20.76666667,20.575,20.34,20.38333333,20.57142857,20.9125,21.05555556,21.17,21.26363636,21.39166667,21.62307692,21.74285714,21.92,21.975,22.05294118,22.18333333,22.3,22.35,22.44761905,22.51363636,22.59565217,22.72083333,30.85,30.76666667,30.4375,30.01,29.825,29.76428571,29.86875,29.88333333,29.895,30.00454545,30.1875,30.38846154,30.56071429,30.78333333,30.840625,30.95588235,31.05833333,31.17631579,31.3125,31.45952381,31.49318182,31.61956522,31.68958333,15.15785714,15.39809524,15.23785714,14.91742857,14.82047619,14.97244898,15.14339286,15.27444444,15.293,15.45376623,15.57988095,15.71802198,15.79887755,15.90771429,15.9975,16.10647059,16.21412698,16.32917293,16.4075,16.49585034,16.56837662,16.63111801,16.68446429,81.20428571,81.23619048,80.60553572,79.70985714,78.56845238,78.57602041,78.78848214,79.0881746,78.73421429,79.16876623,79.32625,79.30016484,79.11994898,79.13747619,79.22361607,79.4155042,79.52710318,79.5981579,79.54960714,79.68105442,79.76801948,79.7892236,79.76455357,87.5,175
sj,1992,1,5,1/29/1992,0.11206665,0.0483,0.1736714,0.1919286,0,297.42,297.55,292.7185714,299.3,295.5,6.5,75.22,0,14.18571429,2.442857143,24.8,6.585714286,28.9,20,9.2,55,1,-8.08E-14,3.12,203.97,304.395,304.395,304.395,304.395,304.395,339.735,339.735,418.465,461.385,533.995,584.235,587.525,619.625,651.305,724.855,754.385,787.945,853.845,909.045,960.925,20,20.56666667,20.575,20.46,20.28333333,20.32857143,20.5,20.81111111,20.95,21.06363636,21.15833333,21.28461538,21.50714286,21.62666667,21.8,21.85882353,21.93888889,22.06842105,22.185,22.23809524,22.33636364,22.40434783,22.4875,29.75,30.2,30.3,30.13,29.825,29.69285714,29.65625,29.76111111,29.785,29.80454545,29.9125,30.08846154,30.28214286,30.45,30.665625,30.72647059,30.84166667,30.94473684,31.0625,31.19761905,31.34318182,31.38043478,31.50625,14.33428572,14.83380952,15.095,15.02742857,14.79547619,14.72979592,14.87410714,15.03698413,15.16557143,15.19233766,15.34809524,15.47263736,15.60857143,15.69133333,15.80008929,15.89092437,15.9997619,16.10736842,16.222,16.30170068,16.39084416,16.46478261,16.52922619,76.75571428,79.20952381,79.73214286,79.52842857,78.96154762,78.09010204,78.15651786,78.39198413,78.70135714,78.41474026,78.83970238,79.01038462,79.00872449,78.85995238,78.89263393,78.98810924,79.18242064,79.30041353,79.37925,79.34343538,79.47827922,79.5702795,79.59883929,70,140
sj,1992,1,6,2/5/1992,0.1016,0.0846,0.1117167,0.1879571,0,296.92,297.1285714,292.6171429,300.7,294.5,16.2,77.05857143,0,14.12285714,3.4,24.71428571,7.357142857,30.6,20,3,53,1,-8.08E-14,-1.95E-13,3.12,203.97,304.395,304.395,304.395,304.395,304.395,339.735,339.735,418.465,461.385,533.995,584.235,587.525,619.625,651.305,724.855,754.385,787.945,853.845,909.045,20,20,20.425,20.46,20.38333333,20.24285714,20.2875,20.44444444,20.73,20.86363636,20.975,21.06923077,21.19285714,21.40666667,21.525,21.69411765,21.75555556,21.83684211,21.965,22.08095238,22.13636364,22.23478261,22.30416667,29.75,30.03333333,30.3,30.36,30.20833333,29.93571429,29.80625,29.76111111,29.845,29.85909091,29.87083333,29.96538462,30.125,30.30333333,30.459375,30.66176471,30.71944444,30.82894737,30.9275,31.04047619,31.17045455,31.31086957,31.34791667,14.15428572,14.26380952,14.65607143,14.90057143,14.87666667,14.69938776,14.65392857,14.79063492,14.94557143,15.07077922,15.10321429,15.25384615,15.37622449,15.50952381,15.59330357,15.70142857,15.79269841,15.90097744,16.00814286,16.12204082,16.20266234,16.29223602,16.36720238,76.13928571,76.85666667,78.67178572,79.19742857,79.11678572,78.68969388,77.96116071,78.03452381,78.25864286,78.55201299,78.30172619,78.70269231,78.87096939,78.87871429,78.74736607,78.7847479,78.8809127,79.0706391,79.18832143,79.2687415,79.23957792,79.37307454,79.465625,54,108
sj,1992,1,7,2/12/1992,0.103416667,0.1305,0.1957429,0.1788571,0,297.7985714,298.0571429,294.65,300.2,295.3,20.1,82.87571429,0,16.06,2.2,26.02857143,6.571428571,32.2,20,1.3,65,1,-8.08E-14,-1.95E-13,-8.08E-14,3.12,203.97,304.395,304.395,304.395,304.395,304.395,339.735,339.735,418.465,461.385,533.995,584.235,587.525,619.625,651.305,724.855,754.385,787.945,853.845,20,20,20,20.34,20.38333333,20.32857143,20.2125,20.25555556,20.4,20.66363636,20.79166667,20.9,20.99285714,21.11333333,21.31875,21.43529412,21.6,21.66315789,21.745,21.87142857,21.98636364,22.04347826,22.14166667,31.4,30.56666667,30.575,30.68,30.66666667,30.49285714,30.21875,30.07222222,30.005,30.05909091,30.05416667,30.05,30.125,30.26333333,30.421875,30.56176471,30.74722222,30.79736842,30.8975,30.98809524,31.09318182,31.21521739,31.34791667,15.09142857,14.78952381,14.71285714,14.93685714,15.09380952,15.04571429,14.86946429,14.81015873,14.91757143,15.04688312,15.15321429,15.17681319,15.31142857,15.42180952,15.54392857,15.6207563,15.72134921,15.80676692,15.90892857,16.01061224,16.11922078,16.19645963,16.28255952,79.96714286,78.38476191,78.36142857,79.51257143,79.81047619,79.65377551,79.21294643,78.50722222,78.51864286,78.67837662,78.91232143,78.65357143,79.00076531,79.13795238,79.12852679,78.99021009,79.01202381,79.09116541,79.26089286,79.36391157,79.43269481,79.39767081,79.51901786,59,118
sj,1992,1,8,2/19/1992,0.105233333,0.1844667,0.1946143,0.2030571,0,297.8985714,298.1071429,293.6285714,300.1,296.3,4.4,77.29571429,0,15.01285714,2.585714286,25.75714286,7.385714286,33.9,21.7,8.9,33,0,-8.08E-14,-1.95E-13,-8.08E-14,-2.40E-14,3.12,203.97,304.395,304.395,304.395,304.395,304.395,339.735,339.735,418.465,461.385,533.995,584.235,587.525,619.625,651.305,724.855,754.385,787.945,20.85,20.56666667,20.425,20.34,20.56666667,20.57142857,20.5,20.37777778,20.4,20.51818182,20.75,20.86153846,20.95714286,21.04,21.15,21.34117647,21.45,21.60526316,21.665,21.74285714,21.86363636,21.97391304,22.02916667,33.05,32.23333333,31.4,31.24,31.21666667,31.12857143,30.91875,30.62777778,30.455,30.35909091,30.37916667,30.35,30.325,30.37666667,30.490625,30.62647059,30.74722222,30.91315789,30.9525,31.04047619,31.12045455,31.21521739,31.32708333,15.53642857,15.06523809,14.84535714,14.77285714,14.94952381,15.0822449,15.04160714,14.88539683,14.83042857,14.92623377,15.04404762,15.14241758,15.16510204,15.29152381,15.39625,15.51268908,15.58698413,15.68406015,15.76707143,15.8662585,15.96525974,16.07111801,16.14714286,80.08571429,79.07666667,78.1125,78.14828572,79.14309524,79.45122449,79.35901786,78.99992064,78.38607143,78.40746753,78.56315476,78.78796703,78.55658163,78.88709524,79.0228125,79.02071429,78.89607143,78.92169173,79.00139286,79.16731293,79.2699026,79.33978261,79.31008929,49,98
sj,1992,1,9,2/26/1992,0.10705,0.0815,0.1652429,0.1630571,0,297.4728571,297.6785714,292.9671429,299.3,296.3,14.4,76.03714286,0,14.38142857,2.414285714,25.28571429,6.171428571,29.4,21.7,16,38,0,-8.08E-14,-1.95E-13,-8.08E-14,-2.40E-14,2.03E-13,3.12,203.97,304.395,304.395,304.395,304.395,304.395,339.735,339.735,418.465,461.385,533.995,584.235,587.525,619.625,651.305,724.855,754.385,21.7,21.13333333,20.85,20.68,20.56666667,20.72857143,20.7125,20.63333333,20.51,20.51818182,20.61666667,20.82307692,20.92142857,21.00666667,21.08125,21.18235294,21.36111111,21.46315789,21.61,21.66666667,21.74090909,21.85652174,21.9625,31.65,31.83333333,31.525,31,30.93333333,30.95714286,30.9125,30.75,30.505,30.35909091,30.27916667,30.30384615,30.28214286,30.26333333,30.315625,30.42647059,30.55833333,30.67631579,30.8375,30.87857143,30.96590909,31.04565217,31.13958333,14.69714286,15.15142857,14.89428571,14.75257143,14.70761905,14.86836735,14.99464286,14.96825397,14.835,14.78961039,14.88083333,14.99307692,15.08806122,15.11285714,15.23464286,15.33655462,15.44984127,15.52353383,15.61892857,15.70108844,15.79876623,15.89639752,16.00071429,76.66642857,78.73619048,78.31678572,77.69742857,77.79642857,78.69938776,79.02446429,78.98992064,78.70364286,78.17253247,78.20994048,78.36884616,78.59147959,78.38861905,78.70897322,78.84718488,78.85496032,78.74560151,78.77746429,78.8602381,79.02503247,79.12934783,79.20217262,35.5,71
sj,1992,1,10,3/4/1992,0.09695,0.18218,0.1910857,0.1928571,0,297.6514286,297.8,293.3171429,299.8,295.7,5.5,76.87857143,0,14.70142857,2.314285714,25.65714286,7.814285714,31.1,20.6,2.9,59,1,-8.08E-14,-1.95E-13,-8.08E-14,-2.40E-14,2.03E-13,2.03E-13,3.12,203.97,304.395,304.395,304.395,304.395,304.395,339.735,339.735,418.465,461.385,533.995,584.235,587.525,619.625,651.305,724.855,21.15,21.33333333,21,20.8,20.66666667,20.57142857,20.7125,20.7,20.63,20.51818182,20.525,20.61538462,20.80714286,20.9,20.98125,21.05294118,21.15,21.32105263,21.42,21.56190476,21.61818182,21.69130435,21.80416667,30.25,31.46666667,31.65,31.44,31.01666667,30.95714286,30.975,30.93333333,30.785,30.55909091,30.42083333,30.34230769,30.36071429,30.33666667,30.315625,30.36176471,30.46388889,30.58684211,30.6975,30.85,30.88863636,30.97173913,31.04791667,14.54142857,14.69857143,15.03892857,14.85571428,14.74404762,14.70673469,14.8475,14.96206349,14.94157143,14.82285714,14.7822619,14.86703297,14.9722449,15.06228571,15.08714286,15.20327731,15.30126984,15.41045113,15.48242857,15.5752381,15.65564935,15.7510559,15.84660714,76.45785714,76.73714286,78.27178572,78.02914286,77.56095238,77.66530612,78.47178572,78.78603175,78.77878572,78.53772727,78.06470238,78.10752747,78.26239796,78.47728572,78.29424107,78.60130252,78.73781746,78.75093985,78.65225,78.68704082,78.77016234,78.93170808,79.03556548,48.5,97
sj,1992,1,11,3/11/1992,0.08685,0.09015,0.128,0.1551,23.22,297.6342857,297.7857143,293.54,299.6,296.1,12.6,78.05714286,23.22,14.94428571,2.514285714,25.78571429,7.757142857,31.7,21.7,5.9,40,0,23.22,23.22,23.22,23.22,23.22,23.22,23.22,26.34,227.19,327.615,327.615,327.615,327.615,327.615,362.955,362.955,441.685,484.605,557.215,607.455,610.745,642.845,674.525,21.15,21.33333333,21.425,21.14,20.95,20.81428571,20.7125,20.82222222,20.8,20.72727273,20.61666667,20.61538462,20.69285714,20.86666667,20.95,21.02352941,21.08888889,21.17894737,21.34,21.43333333,21.56818182,21.62173913,21.69166667,31.4,30.73333333,31.525,31.66,31.48333333,31.11428571,31.05,31.05555556,31.01,30.86818182,30.65416667,30.51923077,30.43928571,30.45,30.421875,30.39705882,30.43611111,30.52894737,30.6425,30.7452381,30.88863636,30.92391304,31.00208333,14.82285714,14.67571428,14.76,15.02,14.87047619,14.77265306,14.73642857,14.85825397,14.96028571,14.94181818,14.83297619,14.79472527,14.87255102,14.97038095,15.05491071,15.0787395,15.18888889,15.2824812,15.38714286,15.45680272,15.54655844,15.6247205,15.71744048,77.46785714,76.99095238,77.06714286,78.22885715,78.03380953,77.63183674,77.71428572,78.42571429,78.71314286,78.71318182,78.49767857,78.06412088,78.10392857,78.24871429,78.45102679,78.28029412,78.57107143,78.70199248,78.71625,78.62391157,78.65840909,78.73916149,78.89526786,49.5,99
sj,1992,1,12,3/18/1992,0.05305,0.08405,0.1417714,0.1345143,0,297.9471429,298.15,293.7085714,300.4,295.5,3.56,77.50571429,0,15.13571429,2.7,26.1,7.857142857,31.1,21.7,4.8,37,0,23.22,23.22,23.22,23.22,23.22,23.22,23.22,23.22,26.34,227.19,327.615,327.615,327.615,327.615,327.615,362.955,362.955,441.685,484.605,557.215,607.455,610.745,642.845,21.7,21.33333333,21.425,21.48,21.23333333,21.05714286,20.925,20.82222222,20.91,20.88181818,20.80833333,20.7,20.69285714,20.76,20.91875,20.99411765,21.06111111,21.12105263,21.205,21.35714286,21.44545455,21.57391304,21.625,31.4,31.3,30.825,31.44,31.56666667,31.42857143,31.1125,31.05555556,31.06,31.01818182,30.8875,30.68846154,30.56071429,30.48333333,30.490625,30.46176471,30.43611111,30.47105263,30.5575,30.66428571,30.76136364,30.89782609,30.93125,15.04,14.92714286,14.79071428,14.83514286,15.03928571,14.90836735,14.81803571,14.78079365,14.886,14.97623377,14.95797619,14.85626374,14.81908163,14.89009524,14.98071429,15.05966387,15.08190476,15.18609023,15.27514286,15.37517007,15.44220779,15.52869565,15.60434524,77.78142857,77.48047619,77.11964286,77.15485715,78.10833334,77.95836735,77.61607143,77.69111111,78.33371429,78.60337663,78.61255953,78.42137363,78.0242347,78.06404762,78.20227679,78.39542017,78.23726191,78.515,78.64217857,78.65860544,78.57308442,78.60829193,78.68776786,38.5,77
sj,1992,1,13,3/25/1992,0.0765,0.08085,0.1348429,0.1068,0,297.2185714,297.4285714,293.5785714,300.3,295.8,21,80.23857143,0,14.96857143,2.8,26.2,5.714285714,32.2,22.2,2.3,29,0,-8.17E-14,23.22,23.22,23.22,23.22,23.22,23.22,23.22,23.22,26.34,227.19,327.615,327.615,327.615,327.615,327.615,362.955,362.955,441.685,484.605,557.215,607.455,610.745,21.95,21.86666667,21.55,21.58,21.6,21.37142857,21.2,21.06666667,20.96,21.02727273,20.99166667,20.91538462,20.80714286,20.79333333,20.85,20.99411765,21.06111111,21.12105263,21.175,21.25238095,21.39545455,21.47826087,21.6,31.65,31.66666667,31.525,31.1,31.56666667,31.65714286,31.525,31.23333333,31.17,31.16363636,31.11666667,30.98846154,30.79642857,30.67,30.590625,30.59117647,30.55833333,30.52894737,30.5575,30.63571429,30.73409091,30.82391304,30.95208333,15.05214286,15.01619048,14.9375,14.82628571,14.85738095,15.02918367,14.91589286,14.8347619,14.79957143,14.89350649,14.97559524,14.95879121,14.86428571,14.82904762,14.895,14.98,15.05460317,15.07593985,15.17521429,15.26054422,15.35668831,15.42161491,15.50535714,78.87214286,78.60047619,78.17,77.74342857,77.66880953,78.41265306,78.24339286,77.90746032,77.94585715,78.50688312,78.73964286,78.73763736,78.55117347,78.17185714,78.19995536,78.32205883,78.49781746,78.34259399,78.60117857,78.71819728,78.73042208,78.6454969,78.67622024,33,66
sj,1992,1,14,4/1/1992,0.09995,0.07765,0.1930667,0.1769,122.27,297.9828571,298.0714286,293.8842857,300.2,296,16.2,78.06714286,122.27,15.26428571,2.742857143,26.22857143,7.528571429,31.1,21.7,24.1,30,0,122.27,122.27,145.49,145.49,145.49,145.49,145.49,145.49,145.49,145.49,148.61,349.46,449.885,449.885,449.885,449.885,449.885,485.225,485.225,563.955,606.875,679.485,729.725,21.95,21.86666667,21.825,21.58,21.6,21.61428571,21.4125,21.25555556,21.13,21.02727273,21.08333333,21.04615385,20.97142857,20.86666667,20.85,20.9,21.03333333,21.09473684,21.15,21.2,21.27272727,21.40869565,21.4875,31.65,31.46666667,31.525,31.44,31.1,31.5,31.5875,31.47777778,31.22,31.16363636,31.15833333,31.11538462,30.99642857,30.81666667,30.696875,30.62058824,30.61944444,30.58684211,30.5575,30.58333333,30.65681818,30.75,30.83541667,15.11642857,15.12285714,15.07821428,15.00285714,14.89928571,14.9155102,15.05857143,14.95460317,14.87771428,14.84181818,14.92440476,14.9978022,14.98061224,14.89095238,14.85625,14.91672269,14.99579365,15.0656391,15.08535714,15.17945578,15.26071429,15.35267081,15.41505952,79.15285714,78.60380953,78.46714286,78.14942857,77.79738096,77.72571429,78.36946429,78.22380953,77.92342857,77.95688312,78.4702381,78.68791209,78.6897449,78.51890476,78.1653125,78.19214286,78.30789683,78.47515038,78.32882143,78.5757483,78.6886039,78.70158385,78.62139881,29.5,59
sj,1992,1,15,4/8/1992,0.1039,0.1315,0.1224714,0.1243857,43.21,298.6828571,298.8785714,294.1957143,301.6,295.9,11.1,76.37571429,43.21,15.61285714,3.614285714,26.98571429,7.842857143,32.8,21.7,0,30,0,165.48,165.48,165.48,188.7,188.7,188.7,188.7,188.7,188.7,188.7,188.7,191.82,392.67,493.095,493.095,493.095,493.095,493.095,528.435,528.435,607.165,650.085,722.695,21.7,21.86666667,21.825,21.8,21.6,21.61428571,21.625,21.44444444,21.3,21.18181818,21.08333333,21.13076923,21.09285714,21.02,20.91875,20.9,20.94444444,21.06842105,21.125,21.17619048,21.22272727,21.29130435,21.42083333,31.95,32.03333333,31.8,31.78,31.66666667,31.34285714,31.6625,31.72222222,31.61,31.36363636,31.3,31.28461538,31.23571429,31.11666667,30.940625,30.82058824,30.74166667,30.73421053,30.6975,30.66428571,30.68409091,30.75,30.83541667,15.43857143,15.28190476,15.24535714,15.18514286,15.10452381,15.00122449,15.00267857,15.12015873,15.02042857,14.94454545,14.90607143,14.97736264,15.04173469,15.0227619,14.93607143,14.9007563,14.95539683,15.02827068,15.093,15.11047619,15.19915584,15.27602484,15.3635119,77.22142857,78.22714286,78.04678572,78.04885715,77.85380953,77.59428572,77.55696429,78.14793651,78.039,77.78272728,77.82511905,78.30912088,78.5227551,78.53547619,78.38495536,78.06004202,78.09123016,78.20620301,78.37017857,78.23581633,78.47574675,78.58804348,78.60467262,30,60
